customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,country,state,city,zip_code,latitude,longitude,population,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_label,churn_score,cltv,churn_category,churn_reason,churn_flag,active_flag,tenure_group,age_group,monthly_charge_band,customer_value_segment,service_count,protection_support_service_count,referral_group,contract_risk_group,descriptive_risk_points,descriptive_risk_segment,avg_revenue_per_tenure_month,customer_engagement_profile,predicted_churn_probability,high_risk_at_selected_threshold,flag_high_value_high_risk,flag_early_fiber,flag_early_month_to_month,flag_senior_high_charge,flag_fiber_month_to_month,flag_month_to_month_no_support,flag_san_diego,primary_intervention,intervention_priority,recommended_action,base_offer_cost
2267-FPIMA,Male,27,Yes,No,Yes,No,0,United States,California,San Carlos,94070,37.497915,-122.267361,28098,Q3,Yes,1,50,Offer B,Yes,17.58,Yes,Yes,Fiber Optic,47,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.4,4914.9,0.0,0,879.0,5793.9,4,Stayed,No,21,5548,Not Applicable,Not Applicable,0,1,49–72 months,19–29,$90+,Premium Value,7,2,1–2 Referrals,Higher Contract Risk,4,Very High,115.88,Advocate,0.4925154837867619,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
1051-GEJLJ,Female,19,Yes,No,No,No,0,United States,California,San Gregorio,94074,37.331762,-122.341444,291,Q3,No,0,2,No Offer,Yes,27.17,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.5,27.55,0.0,0,54.34,81.89,5,Joined,No,74,4836,Not Applicable,Not Applicable,0,1,1–6 months,19–29,Under $35,High Value,1,0,No Referrals,Higher Contract Risk,3,High,40.94,Basic Relationship,0.3400641306808255,True,True,False,True,False,False,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
5543-QDCRY,Male,38,No,No,No,No,0,United States,California,San Francisco,94103,37.773147,-122.411287,23036,Q3,No,0,4,No Offer,Yes,20.76,No,Yes,DSL,30,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56.4,234.85,0.0,0,83.04,317.89,4,Stayed,No,49,5344,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$35–$69.99,High Value,4,0,No Referrals,Higher Contract Risk,3,High,79.47,Basic Relationship,0.5805852129232686,True,True,False,True,False,False,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
6103-BOCOU,Female,37,No,No,No,No,0,United States,California,San Francisco,94117,37.770533,-122.445121,38756,Q3,No,0,26,Offer C,Yes,20.64,Yes,Yes,Fiber Optic,22,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.7,2193.0,0.0,0,536.64,2729.64,3,Stayed,No,28,4501,Not Applicable,Not Applicable,0,1,25–48 months,30–44,$70–$89.99,Core Value,4,1,No Referrals,Higher Contract Risk,3,High,104.99,Basic Relationship,0.5699846752810923,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
4301-VVZKA,Male,25,Yes,No,Yes,No,0,United States,California,San Francisco,94123,37.800254,-122.436975,22920,Q3,Yes,1,16,No Offer,Yes,25.83,Yes,Yes,Fiber Optic,46,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1189.4,0.0,0,413.28,1602.68,5,Stayed,No,51,5432,Not Applicable,Not Applicable,0,1,13–24 months,19–29,$70–$89.99,Premium Value,3,0,1–2 Referrals,Higher Contract Risk,3,High,100.17,Advocate,0.8452108460742533,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
5146-CBVOE,Female,44,No,No,No,No,0,United States,California,San Francisco,94134,37.721052,-122.413573,40137,Q3,No,0,16,No Offer,Yes,38.02,No,Yes,Fiber Optic,25,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.1,1212.85,0.0,0,608.32,1821.17,5,Stayed,No,59,5176,Not Applicable,Not Applicable,0,1,13–24 months,30–44,$70–$89.99,High Value,4,1,No Referrals,Higher Contract Risk,3,High,113.82,Basic Relationship,0.4869578396899124,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
7567-ECMCM,Male,23,Yes,No,No,No,0,United States,California,Danville,94506,37.791481,-121.903253,19777,Q3,No,0,24,No Offer,Yes,35.3,No,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,79.85,2001.0,0.0,0,847.2,2848.2,4,Stayed,No,43,5128,Not Applicable,Not Applicable,0,1,13–24 months,19–29,$70–$89.99,High Value,5,0,No Referrals,Higher Contract Risk,3,High,118.68,Multi-Service,0.4901416441541227,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
8584-KMVXD,Female,64,No,No,No,No,0,United States,California,Calistoga,94515,38.629618,-122.593216,7384,Q3,No,0,8,Offer E,Yes,11.2,No,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75.6,535.55,0.0,10,89.6,635.15,3,Stayed,No,31,2934,Not Applicable,Not Applicable,0,1,7–12 months,60–69,$70–$89.99,Emerging Value,3,1,No Referrals,Higher Contract Risk,4,Very High,79.39,Basic Relationship,0.6064497436351036,True,False,True,False,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
5382-SOYZL,Male,39,No,No,No,No,0,United States,California,Concord,94519,37.990118,-122.012188,18650,Q3,No,0,22,No Offer,Yes,11.15,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,2162.6,0.0,0,245.3,2407.9,4,Stayed,No,61,3729,Not Applicable,Not Applicable,0,1,13–24 months,30–44,$90+,Core Value,6,0,No Referrals,Higher Contract Risk,4,Very High,109.45,Multi-Service,0.768770384329545,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
8388-FYNPZ,Male,26,Yes,No,No,No,0,United States,California,Pleasant Hill,94523,37.95338,-122.076886,32685,Q3,No,0,4,Offer E,Yes,34.69,No,Yes,DSL,47,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.75,245.15,0.0,0,138.76,383.91,3,Stayed,No,51,2401,Not Applicable,Not Applicable,0,1,1–6 months,19–29,$35–$69.99,Emerging Value,5,2,No Referrals,Higher Contract Risk,3,High,95.98,Protection Engaged,0.4253001350700088,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
5002-GCQFH,Male,30,No,No,Yes,No,0,United States,California,Hercules,94547,37.991259,-122.214945,22479,Q3,Yes,1,49,Offer B,Yes,47.17,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,93.85,4733.1,0.0,30,2311.33,7074.43,3,Stayed,No,62,5698,Not Applicable,Not Applicable,0,1,49–72 months,30–44,$90+,Premium Value,5,2,1–2 Referrals,Higher Contract Risk,4,Very High,144.38,Advocate,0.6071770258647754,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
5879-SESNB,Female,34,No,No,No,No,0,United States,California,Moraga,94556,37.827946,-122.107185,16510,Q3,No,0,11,Offer D,Yes,33.79,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.25,888.65,0.0,0,371.69,1260.34,3,Stayed,No,75,5902,Not Applicable,Not Applicable,0,1,7–12 months,30–44,$70–$89.99,Premium Value,3,0,No Referrals,Higher Contract Risk,4,Very High,114.58,Basic Relationship,0.5011211748067784,True,True,True,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
3234-VKACU,Male,21,Yes,No,No,No,0,United States,California,Sunol,94586,37.587494,-121.862856,790,Q3,No,0,2,No Offer,Yes,23.52,No,Yes,DSL,48,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.3,132.4,0.0,0,47.04,179.44,3,Joined,No,27,4799,Not Applicable,Not Applicable,0,1,1–6 months,19–29,$70–$89.99,High Value,7,1,No Referrals,Higher Contract Risk,2,Elevated,89.72,Multi-Service,0.4650659298932452,True,False,False,True,False,False,False,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
8120-JDCAM,Male,42,No,No,Yes,Yes,1,United States,California,Vallejo,94589,38.161321,-122.271588,42209,Q3,Yes,1,4,No Offer,Yes,37.23,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.55,284.9,0.0,0,148.92,433.82,4,Stayed,No,44,3708,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$35–$69.99,Core Value,3,0,1–2 Referrals,Higher Contract Risk,4,Very High,108.46,Advocate,0.6692514933844882,True,False,True,True,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
7426-RHZGU,Male,41,No,No,No,No,0,United States,California,Oakland,94603,37.739113,-122.175602,31392,Q3,No,0,9,No Offer,Yes,30.8,No,Yes,Fiber Optic,3,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,827.45,0.0,0,277.2,1104.65,3,Stayed,No,66,5017,Not Applicable,Not Applicable,0,1,7–12 months,30–44,$90+,High Value,7,1,No Referrals,Higher Contract Risk,4,Very High,122.74,Multi-Service,0.7302565357276978,True,True,True,False,False,True,False,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
4065-JJAVA,Female,56,No,No,No,No,0,United States,California,Oakland,94605,37.758019,-122.138678,42854,Q3,No,0,1,No Offer,Yes,16.99,No,Yes,DSL,8,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.5,49.5,0.0,30,16.99,96.49,4,Joined,No,59,5262,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$35–$69.99,High Value,3,1,No Referrals,Higher Contract Risk,3,High,96.49,Basic Relationship,0.3765600362506165,True,True,False,True,False,False,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
3748-FVMZZ,Male,33,No,No,No,No,0,United States,California,Oakland,94610,37.808731,-122.238708,29964,Q3,No,0,4,No Offer,No,0.0,No,Yes,DSL,13,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.05,162.45,0.0,0,0.0,162.45,4,Stayed,No,57,2664,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$35–$69.99,Emerging Value,5,1,No Referrals,Higher Contract Risk,2,Elevated,40.61,Multi-Service,0.5577012477871032,True,False,False,True,False,False,False,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
7147-AYBAA,Male,62,No,No,No,No,0,United States,California,Berkeley,94702,37.866009,-122.286228,15638,Q3,No,0,37,No Offer,Yes,28.84,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.35,2552.9,0.0,0,1067.08,3619.98,3,Stayed,No,32,5402,Not Applicable,Not Applicable,0,1,25–48 months,60–69,$70–$89.99,Premium Value,3,0,No Referrals,Higher Contract Risk,3,High,97.84,Basic Relationship,0.3513707690913915,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
1352-VHKAJ,Male,30,No,No,Yes,Yes,2,United States,California,Berkeley,94709,37.878554,-122.26609,10147,Q3,Yes,1,27,No Offer,Yes,13.55,Yes,Yes,Cable,59,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,71.6,1957.1,0.0,140,365.85,2462.95,5,Stayed,No,52,3773,Not Applicable,Not Applicable,0,1,25–48 months,30–44,$70–$89.99,Core Value,6,1,1–2 Referrals,Higher Contract Risk,1,Lower,91.22,Advocate,0.3553085346165022,True,False,False,False,False,False,False,False,Competitor-response retention,8,"Personalized device, data, speed, or value response based on customer needs",55.0
4581-LNWUM,Female,47,No,No,No,No,0,United States,California,San Pablo,94806,37.980269,-122.342635,55720,Q3,No,0,13,Offer D,No,0.0,No,Yes,DSL,27,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.15,649.4,0.0,0,0.0,649.4,3,Stayed,No,78,3000,Not Applicable,Not Applicable,0,1,13–24 months,45–59,$35–$69.99,Emerging Value,6,1,No Referrals,Higher Contract Risk,2,Elevated,49.95,Multi-Service,0.4535304190581627,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
7296-PIXQY,Female,60,No,No,Yes,Yes,2,United States,California,Bodega,94922,38.343282,-122.9755,584,Q3,No,0,14,Offer D,Yes,23.0,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.2,1046.5,0.0,0,322.0,1368.5,4,Stayed,No,25,5819,Not Applicable,Not Applicable,0,1,13–24 months,60–69,$70–$89.99,Premium Value,3,0,No Referrals,Higher Contract Risk,3,High,97.75,Basic Relationship,0.495470698910147,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
4026-SKKHW,Male,35,No,No,No,No,0,United States,California,Dillon Beach,94929,38.24458,-122.956268,330,Q3,No,0,3,No Offer,Yes,28.19,No,Yes,Cable,21,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.25,152.3,0.0,0,84.57,236.87,3,Joined,No,76,2166,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$35–$69.99,Emerging Value,4,1,No Referrals,Higher Contract Risk,2,Elevated,78.96,Basic Relationship,0.3449410314408919,True,False,False,True,False,False,False,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
7030-NJVDP,Male,36,No,No,Yes,No,0,United States,California,San Quentin,94964,37.942551,-122.491642,6448,Q3,Yes,2,24,No Offer,Yes,10.23,No,Yes,Fiber Optic,8,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,2210.2,0.0,0,245.52,2455.72,3,Stayed,No,77,5436,Not Applicable,Not Applicable,0,1,13–24 months,30–44,$70–$89.99,Premium Value,7,2,1–2 Referrals,Higher Contract Risk,2,Elevated,102.32,Advocate,0.5793683311541131,True,False,False,False,False,True,False,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
0455-XFASS,Female,61,No,No,Yes,Yes,2,United States,California,Campbell,95008,37.279689,-121.954567,44976,Q3,Yes,3,3,No Offer,Yes,1.67,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,200.2,33.8,0,5.01,171.41,3,Joined,No,59,5998,Not Applicable,Not Applicable,0,1,1–6 months,60–69,$35–$69.99,Premium Value,3,0,3–5 Referrals,Higher Contract Risk,4,Very High,57.14,Advocate,0.3404948458115058,True,True,True,True,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
7241-AJHFS,Male,53,No,No,No,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,No,0,32,No Offer,Yes,6.2,Yes,Yes,Fiber Optic,25,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,87.65,2766.4,47.87,150,198.4,3066.93,3,Stayed,No,66,2426,Not Applicable,Not Applicable,0,1,25–48 months,45–59,$70–$89.99,Emerging Value,4,2,No Referrals,Higher Contract Risk,2,Elevated,95.84,Protection Engaged,0.3393167309465522,True,False,False,False,False,True,False,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
4546-FOKWR,Female,35,No,No,No,No,0,United States,California,Los Gatos,95032,37.233034,-121.947427,24443,Q3,No,0,16,No Offer,Yes,13.04,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.75,1129.35,39.99,0,208.64,1298.0,5,Stayed,No,27,3574,Not Applicable,Not Applicable,0,1,13–24 months,30–44,$70–$89.99,Core Value,3,0,No Referrals,Higher Contract Risk,3,High,81.12,Basic Relationship,0.5060540231358114,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
7439-DKZTW,Male,49,No,No,No,No,0,United States,California,Paicines,95043,36.525703,-120.952122,813,Q3,No,0,1,No Offer,Yes,5.93,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,0.0,60,5.93,146.48,4,Joined,No,21,3154,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$70–$89.99,Emerging Value,3,0,No Referrals,Higher Contract Risk,4,Very High,146.48,Basic Relationship,0.7676237563391509,True,False,True,True,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
7363-QTBIW,Female,24,Yes,No,Yes,No,0,United States,California,Scotts Valley,95066,37.070177,-122.010077,14574,Q3,Yes,3,9,No Offer,Yes,6.78,No,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,769.1,0.0,0,61.02,830.12,5,Stayed,No,62,4654,Not Applicable,Not Applicable,0,1,7–12 months,19–29,$70–$89.99,High Value,5,0,3–5 Referrals,Higher Contract Risk,4,Very High,92.24,Advocate,0.6831017320927004,True,True,True,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
3312-UUMZW,Male,33,No,No,Yes,No,0,United States,California,San Jose,95117,37.311088,-121.961786,29914,Q3,Yes,3,32,No Offer,Yes,47.89,Yes,Yes,Fiber Optic,9,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.85,3145.9,0.0,0,1532.48,4678.38,4,Stayed,No,61,3981,Not Applicable,Not Applicable,0,1,25–48 months,30–44,$90+,Core Value,7,1,3–5 Referrals,Higher Contract Risk,4,Very High,146.2,Advocate,0.5892867418581561,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
1047-NNCBF,Male,56,No,No,No,No,0,United States,California,San Jose,95123,37.238758,-121.828375,59632,Q3,No,0,20,No Offer,Yes,3.8,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.55,1493.55,17.6,0,76.0,1551.95,3,Stayed,No,59,5790,Not Applicable,Not Applicable,0,1,13–24 months,45–59,$70–$89.99,Premium Value,2,0,No Referrals,Higher Contract Risk,3,High,77.6,Basic Relationship,0.3297840513592384,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
8791-GFXLZ,Male,58,No,No,No,No,0,United States,California,San Jose,95127,37.375156,-121.795867,60620,Q3,No,0,12,No Offer,Yes,44.78,No,Yes,DSL,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.05,593.05,29.32,0,537.36,1101.09,5,Stayed,No,70,4244,Not Applicable,Not Applicable,0,1,7–12 months,45–59,$35–$69.99,Core Value,4,1,No Referrals,Higher Contract Risk,3,High,91.76,Basic Relationship,0.3465028487796901,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
0411-EZJZE,Female,62,No,No,No,No,0,United States,California,Stockton,95215,37.946282,-121.139499,23789,Q3,No,0,3,No Offer,Yes,20.1,Yes,Yes,DSL,29,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60.25,170.5,0.0,70,60.3,300.8,4,Joined,No,31,4830,Not Applicable,Not Applicable,0,1,1–6 months,60–69,$35–$69.99,High Value,3,0,No Referrals,Higher Contract Risk,3,High,100.27,Basic Relationship,0.6481206056866292,True,True,False,True,False,False,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
8807-ARQET,Female,59,No,No,No,No,0,United States,California,Angels Camp,95222,38.071327,-120.632221,4264,Q3,No,0,41,Offer B,No,0.0,No,Yes,Cable,21,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.35,1677.85,0.0,0,0.0,1677.85,5,Stayed,No,79,2454,Not Applicable,Not Applicable,0,1,25–48 months,45–59,$35–$69.99,Emerging Value,5,1,No Referrals,Higher Contract Risk,2,Elevated,40.92,Multi-Service,0.3733520046273996,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
4320-QMLLA,Male,57,No,No,No,No,0,United States,California,Avery,95224,38.208336,-120.339938,115,Q3,No,0,7,No Offer,Yes,5.61,No,Yes,DSL,24,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,54.85,370.4,0.0,0,39.27,409.67,3,Stayed,No,20,3481,Not Applicable,Not Applicable,0,1,7–12 months,45–59,$35–$69.99,Core Value,4,0,No Referrals,Higher Contract Risk,3,High,58.52,Basic Relationship,0.5955302490264133,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
8777-PVYGU,Female,36,No,No,Yes,No,0,United States,California,Burson,95225,38.183918,-120.898817,27,Q3,No,0,52,Offer B,Yes,4.22,No,Yes,DSL,18,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,64.3,3410.6,0.0,0,219.44,3630.04,4,Stayed,No,73,4405,Not Applicable,Not Applicable,0,1,49–72 months,30–44,$35–$69.99,Core Value,6,2,No Referrals,Moderate Contract Risk,1,Lower,69.81,Protection Engaged,0.3467409473609996,True,False,False,False,False,False,False,False,Competitor-response retention,8,"Personalized device, data, speed, or value response based on customer needs",55.0
